id	name	address	city	phone	type	merged_values
510	holt bros. bar-b-q	6JCBABHN	atlanta	7702423984	barbecue	
511	horseradish grill	4PFR	atlanta	4042557277	southern	
512	hsu' gourmet	1PCAAIB	atlanta	4046592788	asian	
513	imperi fez	2PRPBC	atlanta	4043510870	mediterranean	
514	kamogawa	3PRGH	atlanta	4048410314	asian	
515	la grotta at ravinia dunwoodi rd.	HIPARD	atlanta	7703959925	italian	
516	littl szechuan	CBHNPD	atlanta	7704510192	asian	
517	lowcountri barbecu	6RRSSPSS	atlanta	4042555160	barbecue	
518	luna si	1PR	atlanta	4043555993	continental	
519	mambo restaurant cubano	1NHA	atlanta	4048742626	caribbean	
520	mckinnon' louisian	3MD	atlanta	4042371313	southern	
521	mi spia dunwoodi rd.	PPAFPMD	atlanta	7703931333	italian	
522	nickiemoto's: a sushi bar	2BAEVS	atlanta	4048420334	fusion	
523	palisad	1PR	atlanta	4043506755	continental	
524	pleasant peasant	5PSALA	atlanta	4048743223	american	
525	pricci	5PR	atlanta	4042372941	italian	
526	r.j.' uptown kitchen & wine bar	8NHA	atlanta	4048757775	american	
527	rib ranch	2IA	atlanta	4042337644	barbecue	
528	sa tsu ki	3BH	atlanta	4043255285	asian	
529	sato sushi and thai	6PPN	atlanta	7704490033	asian	
530	south citi kitchen	1CA	atlanta	4048737358	southern	
531	south of franc	2CBR	atlanta	4043256963	french	
532	stringer' fish camp and oyster bar	3SRC	atlanta	7704587145	southern	
533	sundown cafe	2CBR	atlanta	4043211118	american	
534	tast of new orlean	8WPS	atlanta	4048745535	southern	
535	tomtom	3PR	atlanta	4042641163	continental	
536	antonio'	3WF	las vegas	7022527737	italian	
537	bally' big kitchen	3LVBS	las vegas	7027394111	buffets	
538	bamboo garden	4FR	las vegas	7028713262	asian	
539	battista' hole in the wall	4ASAFR	las vegas	7027321424	italian	
540	bertolini'	3LVBS	las vegas	7027354663	italian	
541	binion' coffe shop	1FS	las vegas	7023821600	coffee shops/diners	
542	bistro	3LVBS	las vegas	7027917111	continental	
543	broiler	4BH	las vegas	7024327777	american	
544	bugsy' diner	3LVBS	las vegas	7027333111	coffee shops/diners	
545	cafe michel	1EFR	las vegas	7027358686	american	
546	cafe roma	3LVBS	las vegas	7027317547	coffee shops/diners	
547	capozzoli'	3SMP	las vegas	7027315311	italian	
548	carniv world	3WFR	las vegas	7022527777	buffets	
549	center stage plaza hotel	1MS	las vegas	7023862512	american	
550	circu circu	2LVBS	las vegas	7027340410	buffets	
551	empress court	3LVBS	las vegas	7027317888	asian	
552	feast	2WSA	las vegas	7023672411	buffets	
553	golden nugget hotel	1EFS	las vegas	7023857111	buffets	
554	golden steer	3WSA	las vegas	7023844470	steak houses	
555	lilli langtry'	1EFS	las vegas	7023857111	asian	
556	mandarin court	1EFR	las vegas	7027371234	asian	
557	margarita' mexican cantina	3LVBS	las vegas	7027948200	mexican	
558	mary' diner	5WBH	las vegas	7024548073	coffee shops/diners	
559	mikado	3LVBS	las vegas	7027917111	asian	
560	pamplemouss	4ESA	las vegas	7027332066	continental	
561	ralph' diner	3LVBS	las vegas	7027326330	coffee shops/diners	
562	the bacchan	3LVBS	las vegas	7027317525	only in las vegas	
563	venetian	3WSA	las vegas	7028764190	italian	
564	viva mercado'	6WFR	las vegas	7028718826	mexican	
565	yolie'	3PR	las vegas	7027940700	steak houses	
566	2223	2MS	san francisco	4154310692	american	
567	acquarello	1SS	san francisco	4155675432	italian	
568	bardelli'	2OS	san francisco	4159820243	old san francisco	
569	betelnut	2US	san francisco	4159298855	asian	
570	bistro roti	1SS	san francisco	4154956500	french	
571	bix	5GS	san francisco	4154336300	american	
572	bizou	5FS	san francisco	4155432222	french	
573	buca giovanni	8GS	san francisco	4157767766	italian	
574	cafe adriano	3FS	san francisco	4154744180	italian	
575	cafe marimba	2CS	san francisco	4157761506	mexican/latin american/spanish	
576	california culinari academi	6PS	san francisco	4157713500	french	
577	capp' corner	1PS	san francisco	4159892589	italian	
578	carta	1MS	san francisco	4158633516	american	
579	chevi	4AHS	san francisco	4155438060	mexican/latin american/spanish	
580	cypress club	5JS	san francisco	4152968555	american	
581	de alp	7B	san francisco	4157889900	french	
582	faz	1SS	san francisco	4153620404	greek and middle eastern	
583	fog citi diner	1BS	san francisco	4159822000	american	
584	garden court	MANMS	san francisco	4155465011	old san francisco	
585	gaylord'	GS	san francisco	4157718822	asian	
586	grand cafe hotel monaco	5GS	san francisco	4152920101	american	
587	green	BAFM	san francisco	4157716222	vegetarian	
588	harbor villag	4EC	san francisco	4157818833	asian	
589	harris'	2VNA	san francisco	4156731888	steak houses	
590	harri denton'	1SS	san francisco	4158821333	american	
591	hay street grill	3HS	san francisco	4158635545	seafood	
592	helmand	4B	san francisco	4153620641	greek and middle eastern	
593	hong kong flower loung	5GB	san francisco	4156688998	asian	
594	hong kong villa	2CS	san francisco	4157528833	asian	
595	hyde street bistro	1HS	san francisco	4154417778	italian	
596	il fornaio levi' plaza	1BS	san francisco	4159860100	italian	
597	izzy' steak & chop hous	3SS	san francisco	4155630487	steak houses	
598	jack'	6SS	san francisco	4159869854	old san francisco	
599	kabuto sushi	5GB	san francisco	4157525652	asian	
600	katia'	65A	san francisco	4156689292		
601	kuleto'	2PS	san francisco	4153977720	italian	
602	kyo-ya. sheraton palac hotel	2NMSAMS	san francisco	4155465000	asian	
603	l'osteria del forno	5CA	san francisco	4159821124	italian	
604	le central	4BS	san francisco	4153912233	french	
605	le soleil	1CS	san francisco	4156684848	asian	
606	macarthur park	6FS	san francisco	4153985700	american	
607	manora	3MS	san francisco	4158616224	asian	
608	maykadeh	4GS	san francisco	4153628286	greek and middle eastern	
609	mccormick & kuleto'	GS	san francisco	4159291730	seafood	
610	millennium	2MS	san francisco	4154879800	vegetarian	
611	moose'	1SS	san francisco	4159897800	mediterranean	
612	north india	3WS	san francisco	4159311556	asian	
613	on market	1MS	san francisco	4157775577	american	
614	oritalia	1FS	san francisco	4153461333	italian	
615	pacif pan pacif hotel	5PS	san francisco	4159292087	french	
616	palio d'asti	6SS	san francisco	4153959800	italian	
617	pane e vino	3SS	san francisco	4153462111	italian	
618	pasti	1BS	san francisco	4153912555	french	
619	perry'	1US	san francisco	4159229022	american	
620	r&g loung	6BKS	san francisco	4159827877	or 415/982-3811 asian	
621	rubicon	5SS	san francisco	4154344100	american	
622	rumpus	1 tillman pl.	san francisco	415/421-2300	american	
623	sanppo	1PS	san francisco	4153463486	asian	
624	scala' bistro	4PS	san francisco	4153958555	italian	
625	south park cafe	1SP	san francisco	4154957275	french	
626	splendido embarcadero	4	san francisco	4159863222	mediterranean	
627	star	1RA	san francisco	4158617827	american	
628	star cafe	5VNA	san francisco	4158614344	american	
629	stoyanof' cafe	19A	san francisco	4156643664	greek and middle eastern	
630	strait cafe	3GB	san francisco	4156681783	asian	
631	suppenkuch	6HS	san francisco	4152529289	russian/german	
632	tadich grill	2CS	san francisco	4153912373	seafood	
633	the height	3SS	san francisco	4154748890	french	
634	thepin	2GS	san francisco	4158639335	asian	
635	ton kiang	3GB	san francisco	4157524440	asian	
636	vertigo	6MS	san francisco	4154337250	mediterranean	
637	vivand porta via	2FS	san francisco	4153464430	italian	
638	vivand ristorant	6GGA	san francisco	4156739245	italian	
639	world wrapp	2CS	san francisco	4155639727	american	
640	wu kong	101 spear st.	san francisco	415/957-9300	asian	
641	yank sing	4BS	san francisco	4155414949	asian	
642	yaya cuisin	19A	san francisco	4155666966	greek and middle eastern	
643	yoyo tsumami bistro	1PS	san francisco	4159227788	french	
644	zarzuela	2HS	san francisco	4153460800	mexican/latin american/spanish	
645	zuni cafe & grill	1MS	san francisco	4155522522	mediterranean	
646	appl pan  the	1WPB	west la	3104753585	american	
647	asahi ramen	2SB	west la	3104792231	noodle shops	
648	baja fresh	3KD	westlake village	8054984049	mexican	
649	belveder  the	9LSMB	beverly hills	3107882306	pacific new wave	
650	benita' frite	1TSP	santa monica	3104582889	fast food	
651	bernard'	5SOS	los angeles	2136121580	continental	
652	bistro 45	4SMA	pasadena	8187952478	californian	
653	brent' deli	1PA	northridge	8188865679	delis	
654	brighton coffe shop	9BW	beverly hills	3102767732	coffee shops	
655	bristol farm market cafe	1RAS	pasadena	3106435229	californian	
656	bruno'	3CA	mar vista	3103975703	italian	
657	cafe '50	8LB	venice	3103991955	american	
658	cafe blanc	9LSMB	beverly hills	3108880108	pacific new wave	
659	cassell'	3WSS	la	2134808668	hamburgers	
660	chez melang	1P	redondo beach	3105401222	eclectic	
661	diaghilev	1NSVB	w. hollywood	3108541111	russian	
662	don antonio'	1WB	westwood	3102091422	italian	
663	duke'	8SB	w. hollywood	3106523100	coffee shops	
664	falafel king	1BA	westwood	3102084444	middle eastern	
665	feast from the east	1WB	west la	3104750400	chinese	
666	gumbo pot  the	6WTS	la	2139330358	cajun/creole	
667	hollywood hill coffe shop	6FA	hollywood	2134677678	coffee shops	
668	indo cafe	11NB	la	3108151290	indonesian	
669	jan' famili restaur	8BB	la	2136512866	coffee shops	
670	jiraff	5SMB	santa monica	3109176671	californian	
671	jodi maroni' sausag kingdom	2OFW	venice	3103061995	hot dogs	
672	joe'	1AKB	venice	3103995811	american (new)	
673	john o'groat	1WPB	west la	3102040692	coffee shops	
674	johnnie' pastrami	4SSB	culver city	3103976654	delis	
675	johnni reb' southern smokehous	4LBB	long beach	3104237327	southern/soul	
676	johnni rocket (la)	7MA	la	2136513361	american	
677	killer shrimp	4CA	studio city	8185081570	seafood	
678	kokomo cafe	6WTS	la	2139330773	american	
679	koo koo roo	8WBB	la	2136559045	chicken	
680	la cachett	1LSMB	century city	3104704992	french (new)	
681	la salsa (la)	2P	malibu	3104566299	mexican	
682	la serenata de garibaldi	1EF	st. boyle hts.	2132652887	mexican/tex-mex	
683	langer'	7SAS	la	2134838050	delis	
684	local nochol	3TOB	westlake village	8187067706	health food	
685	main cours  the	1WPB	rancho park	3104757564	american	
686	mani' bakeri & espresso bar	5SFA	la	2139388800	desserts	
687	martha'	2SG22	st. hermosa beach	3103767786	american	
688	maxwell' cafe	1WB	marina del rey	3103067829	american	
689	michael' (lo angeles)	1TS	santa monica	3104510843	californian	
690	mishima	8WTS	la	2137820181	noodle shops	
691	mo better meatti meat	7MA	la	2139355280	hamburgers	
692	mulberri st.	1VB	encino	8189068881	pizza	
693	ocean park cafe	3OPB	santa monica	3104525728	american	
694	ocean star	1NAB	monterey park	8183082128	seafood	
695	origin pantri bakeri	8SFSD	la	2136276879	diners	
696	parkwai grill	5SAP	pasadena	8187951001	californian	
697	pho hoa	6B	chinatown	2136265530	vietnamese	
698	pink' famou chili dog	7NLBA	la	2139314223	hot dogs	
699	poquito ma	2WOA	burbank	8185632252	mexican	
700	r-23	9ETS	los angeles	2136877178	japanese	
701	rae'	2PB	santa monica	3108287937	diners	
702	rubin' red hot	1VB	encino	8189056515	hot dogs	
703	ruby' (la)	4SFOA	pasadena	8187967829	diners	
704	russell' burger	1P	seal beach	3105969556	hamburgers	
705	ruth' chri steak hous (lo angeles)	2SBD	beverly hills	3108598744	steakhouses	
706	shiro	1MSS	pasadena	8187994774	pacific new wave	
707	sushi nozawa	1VB	studio city	8185087017	japanese	
708	sweet ladi jane	8MA	la	2136537145	desserts	
709	taiko	1SVB	brentwood	3102077782	noodle shops	
710	tommy'	2BB	la	2133899060	hamburgers	
711	uncl bill' pancak hous	1HA	manhattan beach	3105455177	diners	
712	water grill	5SGA	los angeles	2138910900	seafood	
713	zankou chicken	1ECS	glendale	8182441937	middle eastern	
714	afghan kebab hous	7NA	new york city	2123071612	afghan	
715	arcadia	2E6S	new york city	2122232900	american (new)	
716	benny' burrito	9AA	new york city	2122542054	mexican	
717	cafe con lech	4AA	new york city	2125957000	cuban	
718	corner bistro	3WFS	new york city	2122429502	hamburgers	
719	cucina della fontana	3BS	new york city	2122420636	italian	
720	cucina di pesc	8EFS	new york city	2122606800	seafood	
721	darbar	4W5S	new york city	2124327227	indian	
722	ej' luncheonett	4SA	new york city	2124735555	diners	
723	edison cafe	2W4S	new york city	2128405000	diners	
724	elia corner	23S	queens	7189321510	greek	
725	good enough to eat	4AA	new york city	2124960163	american	
726	gray' papaya	2B	new york city	2127990243	hot dogs	
727	il mulino	8WTS	new york city	2126733783	italian	
728	jackson diner	37S	queens	7186721232	indian	
729	joe' shanghai	9PS	queens	7185393838	chinese	
730	john' pizzeria	4W6S	new york city	2127217001	pizza	
731	kellei & ping	1GS	new york city	2122281212	pan-asian	
732	kiev	1SA	new york city	2126744040	ukrainian	
733	kuruma zushi	2nd fl.	new york city	212-317-2802	japanese	
734	la caridad	2B	new york city	2128742780	cuban	
735	la grenouil	3E5S	new york city	2127521495	french (classic)	
736	lemongrass grill	6SA	brooklyn	7183997100	thai	
737	lombardi'	3SS	new york city	2129417994	pizza	
738	marnie' noodl shop	4HS	new york city	2127413214	asian	
739	menchanko-tei	3W5S	new york city	2122471585	japanese	
740	mitali east-west	2BS	new york city	2129891367	indian	
741	monsoon (ny)	4AA	new york city	2125808686	thai	
742	moustach	4AA	brooklyn	7188525555	middle eastern	
743	nobu	1HS	new york city	2122190500	japanese	
744	on if by land  tib	1BS	new york city	2122280822	continental	
745	oyster bar	LL	new york city	2124906650	seafood	
746	palm	8SA	new york city	2126872953	steakhouses	
747	palm too	8SA	new york city	2126975198	steakhouses	
748	patsy' pizza	1OFS	brooklyn	7188584300	pizza	
749	peter luger steak hous	1B	brooklyn	7183877400	steakhouses	
750	rose of india	3ESS	new york city	2125335011	indian	
751	sam' noodl shop	4TA	new york city	2122132288	chinese	
752	sarabeth'	1MA	new york city	2124107335	american	
753	spark steak hous	2E4S	new york city	2126874855	steakhouses	
754	stick to your rib	55A	queens	7189373030	bbq	
755	sushisai	3E5S	new york city	2127551780	japanese	
756	sylvia'	3LA	new york city	2129960660	southern/soul	
757	szechuan hunan cottag	1YA	new york city	2125355223	chinese	
758	szechuan kitchen	1FA	new york city	2122494615	chinese	
759	teresa'	8MS	queens	7185202910	polish	
760	thai hous cafe	1HS	new york city	2123341085	thai	
761	thailand restaur	1BS	new york city	2123493132	thai	
762	veselka	1SA	new york city	2122289682	ukrainian	
763	westsid cottag	6NA	new york city	2122450800	chinese	
764	window on the world	1F	new york city	2125247000	eclectic	
765	wollensky' grill	2E4S	new york city	2127530444	steakhouses	
766	yama	1E1S	new york city	2124750969	japanese	
767	zarela	9SA	new york city	2126446740	mexican	
768	andre' french restaur	4S6S	las vegas	7023855016	french (classic)	
769	buccan bai club	3LVBS	las vegas	7028947350	continental	
770	buzio' in the rio	3WFR	las vegas	7022527697	seafood	
771	emeril' new orlean fish hous	3LVBS	las vegas	7028917374	seafood	
772	fior rotisseri & grill	3WFR	las vegas	7022527702	italian	
773	hugo' cellar	2EFS	las vegas	7023854011	continental	
774	madam ching'	3LVBS	las vegas	7028947111	asian	
775	mayflow cuisini	4WSA	las vegas	7028708432	chinese	
776	michael' (la vegas)	3LVBS	las vegas	7027377111	continental	
777	mont carlo	3LVBS	las vegas	7027334524	french (new)	
778	moongat	3LVBS	las vegas	7027917352	chinese	
779	morton' of chicago (la vegas)	3LVBS	las vegas	7028930703	steakhouses	
780	nicki blair'	3PR	las vegas	7027929900	italian	
781	piero' restaur	3CCD	las vegas	7023692305	italian	
782	spago (la vegas)	3LVBS	las vegas	7023696300	californian	
783	steakhous  the	1EFS	las vegas	7023821600	steakhouses	
784	stefano'	1FS	las vegas	7023857111	italian	
785	sterl brunch	3LVBS	las vegas	7027394651	eclectic	
786	tre visi	3LVBS	las vegas	7028917331	italian	
787	103 west	1WPFR	atlanta	4042335993	continental	
788	alon' at the terrac	6PS	atlanta	4047240444	sandwiches	
789	baker' cajun cafe	1EA	atlanta	4042235039	cajun/creole	
790	barbecu kitchen	1VA	atlanta	4047669906	bbq	
791	bistro  the	5EADN	atlanta	4042315733	french bistro	
792	bobbi & june' kountri kitchen	31S	atlanta	4048763872	southern/soul	
793	bradshaw' restaur	2SPC	atlanta	4042617015	southern/soul	
794	brookhaven cafe	4PR	atlanta	4042315907	vegetarian	
795	cafe sunflow	5RR	atlanta	4042561675	health food	
796	cano	4PFR	atlanta	7704322663	american (new)	
797	carey'	1CPS	marietta	7704228042	hamburgers	
798	carey' corner	1PFR	marietta	7709330909	hamburgers	
799	chop	7WPFR	atlanta	4042622675	steakhouses	
800	chopstix	4RR	atlanta	4042554868	chinese	
801	deacon burton' soulfood restaur	1EAS	atlanta	4045231929	southern/soul	
802	eat	6PDLA	atlanta	4048889149	italian	
803	fly biscuit  the	1MA	atlanta	4046878888	eclectic	
804	frijolero	1PSN	atlanta	4048928226	tex-mex	
805	greenwood'	1GS	roswell	7709925383	southern/soul	
806	harold' barbecu	1MB	atlanta	4046279268	bbq	
807	havana sandwich shop	2BH	atlanta	4046364094	cuban	
808	hous of chan	2CP	smyrna	7709559444	chinese	
809	indian delight	3SB	duluth	1008138212	indian	
810	java jive	7PDLA	atlanta	4048766161	coffee shops	
811	johnni rocket (at)	2CP	atlanta	7709556068	american	
812	kalo' coffe hous	1CR	decatur	4043253733	coffeehouses	
813	la fonda latina	4RR	atlanta	4043038201	spanish	
814	lettuc soupris you (at)	3MB	duluth	7704189969	cafeterias	
815	majest	1PDLA	atlanta	4048750276	diners	
816	morton' of chicago (atlanta)	3PSN	atlanta	4045774366	steakhouses	
817	my thai	1CR	atlanta	4046364280	thai	
818	nava	3PR	atlanta	4042401984	southwestern	
819	nuevo laredo cantina	1CAN	atlanta	4043529009	mexican	
820	origin pancak hous (at)	4PR	atlanta	4042374116	american	
821	palm  the (atlanta)	3PRN	atlanta	4048141955	steakhouses	
822	rainbow restaur	2NDR	decatur	4046333538	vegetarian	
823	ritz-carlton cafe (atlanta)	1PS	atlanta	4046590400	american (new)	
824	riviera	5EPFR	atlanta	4042627112	mediterranean	
825	silver skillet  the	21SN	atlanta	4048741388	coffee shops	
826	soto	3PR	atlanta	4042332005	japanese	
827	thelma' kitchen	7MSN	atlanta	4046885855	cafeterias	
828	tortilla	7PDLAN	atlanta	4048920193	tex-mex	
829	van gogh' restaur & bar	7WCR	roswell	7709931156	american (new)	
830	veggieland	2SSC	atlanta	4042313111	vegetarian	
831	white hous restaur	3PRN	atlanta	4042377601	diners	
832	zab-e-le	4ONH	college park	4047682705	thai	
833	bill' place	2CS	san francisco	4152215262	hamburgers	
834	cafe flore	2MS	san francisco	4156218579	californian	
835	caff greco	4CA	san francisco	4153976261	continental	
836	campo santo	2CA	san francisco	4154339623	mexican	
837	cha cha cha'	1HS	san francisco	4153865758	caribbean	
838	doidge'	2US	san francisco	4159212149	american	
839	dottie' true blue cafe	5JS	san francisco	4158852767	diners	
840	dusit thai	3MS	san francisco	4158264639	thai	
841	ebisu	1NA	san francisco	4155661770	japanese	
842	emerald garden restaur	1CS	san francisco	4156731155	vietnamese	
843	eric' chines restaur	1CS	san francisco	4152820919	chinese	
844	hamburg mary'	1FS	san francisco	4156261985	hamburgers	
845	kelly' on triniti	3BS	san francisco	4153624454	californian	
846	la cumbr	5VS	san francisco	4158638205	mexican	
847	la mediterrane	2NS	san francisco	4154317210	mediterranean	
848	la taqueria	2MS	san francisco	4152857117	mexican	
849	mario' bohemian cigar store cafe	2PS	san francisco	4157768226	italian	
850	marne thai	2IS	san francisco	4156659500	thai	
851	mel' drive-in	3GS	san francisco	4153872244	hamburgers	
852	mo' burger	1GS	san francisco	4157883779	hamburgers	
853	phnom penh cambodian restaur	6LS	san francisco	4157755979	cambodian	
854	roosevelt tamal parlor	22S	san francisco	4155509213	mexican	
855	sally' cafe & bakeri	3DHS	san francisco	4156266006	american	
856	san francisco bbq	11S	san francisco	4154318956	thai	
857	slant door	5VS	san francisco	4158618032	vietnamese	
858	swan oyster depot	1PS	san francisco	4156731101	seafood	
859	thep phanom	4WS	san francisco	4154312526	thai	
860	ti couz	31S	san francisco	4152527373	french	
861	trio cafe	1FS	san francisco	4155632248	american	
862	tu lan	8SS	san francisco	4156260927	vietnamese	
863	vicolo pizzeria	2IS	san francisco	4158632382	pizza	
864	wa-ha-ka oaxaca mexican grill	2PS	san francisco	4157751055	mexican	
