id,name,address,city,phone,type,merged_values
518,LNS,1PR,atlanta,4043555993,continental,
519,MMBRST,1NHA,atlanta,4048742626,caribbean,
520,MKNNSL,3MD,atlanta,4042371313,southern,
521,MSPTNW,PPAFPMD,atlanta,7703931333,italian,
522,NKMTSS,2BAEVS,atlanta,4048420334,fusion,
523,PLSTS,1PR,atlanta,4043506755,continental,
524,PLSNTP,5PSALA,atlanta,4048743223,american,
525,PRKS,5PR,atlanta,4042372941,italian,
526,RJSPTN,8NHA,atlanta,4048757775,american,
527,RBRNX,2IA,atlanta,4042337644,barbecue,
528,STSK,3BH,atlanta,4043255285,asian,
529,STSXNT,6PPN,atlanta,7704490033,asian,
530,S0STKX,1CA,atlanta,4048737358,southern,
531,S0FFRN,2CBR,atlanta,4043256963,french,
532,STRNJR,3SRC,atlanta,7704587145,southern,
533,SNTNKF,2CBR,atlanta,4043211118,american,
534,TSTFNR,8WPS,atlanta,4048745535,southern,
535,TMTM,3PR,atlanta,4042641163,continental,
536,ANTNS,3WF,las vegas,7022527737,italian,
537,BLSBKK,3LVBS,las vegas,7027394111,buffets,
538,BMBKRT,4FR,las vegas,7028713262,asian,
539,BTSTSH,4ASAFR,las vegas,7027321424,italian,
540,BRTLNS,3LVBS,las vegas,7027354663,italian,
541,BNNSKF,1FS,las vegas,7023821600,coffee shops/diners,
542,BSTR,3LVBS,las vegas,7027917111,continental,
543,BRLR,4BH,las vegas,7024327777,american,
544,BKSSTN,3LVBS,las vegas,7027333111,coffee shops/diners,
545,KFMXL,1EFR,las vegas,7027358686,american,
546,KFRM,3LVBS,las vegas,7027317547,coffee shops/diners,
547,KPSLS,3SMP,las vegas,7027315311,italian,
548,KRNFLW,3WFR,las vegas,7022527777,buffets,
549,SNTRST,1MS,las vegas,7023862512,american,
550,SRKSSR,2LVBS,las vegas,7027340410,buffets,
551,EMPRSK,3LVBS,las vegas,7027317888,asian,
552,FST,2WSA,las vegas,7023672411,buffets,
553,KLTNNK,1EFS,las vegas,7023857111,buffets,
554,KLTNST,3WSA,las vegas,7023844470,steak houses,
555,LLLNKT,1EFS,las vegas,7023857111,asian,
556,MNTRNK,1EFR,las vegas,7027371234,asian,
557,MRKRTS,3LVBS,las vegas,7027948200,mexican,
558,MRSTNR,5WBH,las vegas,7024548073,coffee shops/diners,
559,MKT,3LVBS,las vegas,7027917111,asian,
560,PMPLMS,4ESA,las vegas,7027332066,continental,
561,RLFSTN,3LVBS,las vegas,7027326330,coffee shops/diners,
562,0BKXNL,3LVBS,las vegas,7027317525,only in las vegas,
563,FNXN,3WSA,las vegas,7028764190,italian,
564,FFMRKT,6WFR,las vegas,7028718826,mexican,
565,YLS,3PR,las vegas,7027940700,steak houses,
566,,2MS,san francisco,4154310692,american,
567,AKKRL,1SS,san francisco,4155675432,italian,
568,BRTLS,2OS,san francisco,4159820243,old san francisco,
569,BTLNT,2US,san francisco,4159298855,asian,
570,BSTRRT,1SS,san francisco,4154956500,french,
571,BKS,5GS,san francisco,4154336300,american,
572,BS,5FS,san francisco,4155432222,french,
573,BKJFN,8GS,san francisco,4157767766,italian,
574,KFTRN,3FS,san francisco,4154744180,italian,
575,KFMRMB,2CS,san francisco,4157761506,mexican/latin american/spanish,
576,KLFRNK,6PS,san francisco,4157713500,french,
577,KPSKRN,1PS,san francisco,4159892589,italian,
578,KRT,1MS,san francisco,4158633516,american,
579,KFS,4AHS,san francisco,4155438060,mexican/latin american/spanish,
580,SPRSKL,5JS,san francisco,4152968555,american,
581,TSLPS,7B,san francisco,4157889900,french,
582,FS,1SS,san francisco,4153620404,greek and middle eastern,
583,FKSTTN,1BS,san francisco,4159822000,american,
584,KRTNKR,MANMS,san francisco,4155465011,old san francisco,
585,KLRTS,GS,san francisco,4157718822,asian,
586,KRNTKF,5GS,san francisco,4152920101,american,
587,KRNS,BAFM,san francisco,4157716222,vegetarian,
588,HRBRFL,4EC,san francisco,4157818833,asian,
589,HRS,2VNA,san francisco,4156731888,steak houses,
590,HRTNTN,1SS,san francisco,4158821333,american,
591,HYSSTR,3HS,san francisco,4158635545,seafood,
592,HLMNT,4B,san francisco,4153620641,greek and middle eastern,
593,HNKKNK,5GB,san francisco,4156688998,asian,
594,HNKKNK,2CS,san francisco,4157528833,asian,
595,TSTRTB,1HS,san francisco,4154417778,italian,
596,ILFRNL,1BS,san francisco,4159860100,italian,
597,ISSSTK,3SS,san francisco,4155630487,steak houses,
598,JKS,6SS,san francisco,4159869854,old san francisco,
599,KBTSX,5GB,san francisco,4157525652,asian,
600,KXS,65A,san francisco,4156689292,,
601,KLTS,2PS,san francisco,4153977720,italian,
602,KYYXRT,2NMSAMS,san francisco,4155465000,asian,
603,LSTRTL,5CA,san francisco,4159821124,italian,
604,LSNTRL,4BS,san francisco,4153912233,french,
605,LSLL,1CS,san francisco,4156684848,asian,
606,MKR0RP,6FS,san francisco,4153985700,american,
607,MNR,3MS,san francisco,4158616224,asian,
608,MKT,4GS,san francisco,4153628286,greek and middle eastern,
609,MKKRMK,GS,san francisco,4159291730,seafood,
610,MLNM,2MS,san francisco,4154879800,vegetarian,
611,MSS,1SS,san francisco,4159897800,mediterranean,
612,NR0NT,3WS,san francisco,4159311556,asian,
613,ONMRKT,1MS,san francisco,4157775577,american,
614,ORTL,1FS,san francisco,4153461333,italian,
615,PSFKPN,5PS,san francisco,4159292087,french,
616,PLTST,6SS,san francisco,4153959800,italian,
617,PNFN,3SS,san francisco,4153462111,italian,
618,PSTS,1BS,san francisco,4153912555,french,
619,PRS,1US,san francisco,4159229022,american,
620,RKLNJ,6BKS,san francisco,4159827877,or 415/982-3811 asian,
621,RBKN,5SS,san francisco,4154344100,american,
622,rumpus,1 tillman pl.,san francisco,415/421-2300,american,
623,SNP,1PS,san francisco,4153463486,asian,
624,SKLSBS,4PS,san francisco,4153958555,italian,
625,S0PRKK,1SP,san francisco,4154957275,french,
626,SPLNTT,4,san francisco,4159863222,mediterranean,
627,STRS,1RA,san francisco,4158617827,american,
628,STRSKF,5VNA,san francisco,4158614344,american,
629,STYNFS,19A,san francisco,4156643664,greek and middle eastern,
630,STRTSK,3GB,san francisco,4156681783,asian,
631,SPNKX,6HS,san francisco,4152529289,russian/german,
632,TTXKRL,2CS,san francisco,4153912373,seafood,
633,0HTS,3SS,san francisco,4154748890,french,
634,0PN,2GS,san francisco,4158639335,asian,
635,TNKNK,3GB,san francisco,4157524440,asian,
636,FRTK,6MS,san francisco,4154337250,mediterranean,
637,FFNTPR,2FS,san francisco,4153464430,italian,
638,FFNTRS,6GGA,san francisco,4156739245,italian,
639,WRLTRP,2CS,san francisco,4155639727,american,
640,wu kong,101 spear st.,san francisco,415/957-9300,asian,
641,YNKSNK,4BS,san francisco,4155414949,asian,
642,YYKSN,19A,san francisco,4155666966,greek and middle eastern,
643,YYTSMM,1PS,san francisco,4159227788,french,
644,SRSL,2HS,san francisco,4153460800,mexican/latin american/spanish,
645,SNKFKR,1MS,san francisco,4155522522,mediterranean,
646,APLPN0,1WPB,west la,3104753585,american,
647,ASHRMN,2SB,west la,3104792231,noodle shops,
648,BJFRX,3KD,westlake village,8054984049,mexican,
649,BLFTR0,9LSMB,beverly hills,3107882306,pacific new wave,
650,BNTSFR,1TSP,santa monica,3104582889,fast food,
651,BRNRTS,5SOS,los angeles,2136121580,continental,
652,BSTR,4SMA,pasadena,8187952478,californian,
653,BRNTST,1PA,northridge,8188865679,delis,
654,BRTNKF,9BW,beverly hills,3102767732,coffee shops,
655,BRSTLF,1RAS,pasadena,3106435229,californian,
656,BRNS,3CA,mar vista,3103975703,italian,
657,KFS,8LB,venice,3103991955,american,
658,KFBLNK,9LSMB,beverly hills,3108880108,pacific new wave,
659,KSLS,3WSS,la,2134808668,hamburgers,
660,KSMLNJ,1P,redondo beach,3105401222,eclectic,
661,TKLF,1NSVB,w. hollywood,3108541111,russian,
662,TNNTNS,1WB,westwood,3102091422,italian,
663,TKS,8SB,w. hollywood,3106523100,coffee shops,
664,FLFLKN,1BA,westwood,3102084444,middle eastern,
665,FSTFRM,1WB,west la,3104750400,chinese,
666,KMBPT0,6WTS,la,2139330358,cajun/creole,
667,HLWTHL,6FA,hollywood,2134677678,coffee shops,
668,INTKF,11NB,la,3108151290,indonesian,
669,JNSFML,8BB,la,2136512866,coffee shops,
670,JRF,5SMB,santa monica,3109176671,californian,
671,JTMRNS,2OFW,venice,3103061995,hot dogs,
672,JS,1AKB,venice,3103995811,american (new),
673,JNKRTS,1WPB,west la,3102040692,coffee shops,
674,JNSPST,4SSB,culver city,3103976654,delis,
675,JNRBSS,4LBB,long beach,3104237327,southern/soul,
676,JNRKTS,7MA,la,2136513361,american,
677,KLRXRM,4CA,studio city,8185081570,seafood,
678,KKMKF,6WTS,la,2139330773,american,
679,KKR,8WBB,la,2136559045,chicken,
680,LKXT,1LSMB,century city,3104704992,french (new),
681,LSLSL,2P,malibu,3104566299,mexican,
682,LSRNTT,1EF,st. boyle hts.,2132652887,mexican/tex-mex,
683,LNJRS,7SAS,la,2134838050,delis,
684,LKLNXL,3TOB,westlake village,8187067706,health food,
685,MNKRS0,1WPB,rancho park,3104757564,american,
686,MNSBKR,5SFA,la,2139388800,desserts,
687,MR0S,2SG22,st. hermosa beach,3103767786,american,
688,MKSWLS,1WB,marina del rey,3103067829,american,
689,MXLSLS,1TS,santa monica,3104510843,californian,
690,MXM,8WTS,la,2137820181,noodle shops,
691,MBTRMT,7MA,la,2139355280,hamburgers,
692,MLBRST,1VB,encino,8189068881,pizza,
693,OSNPRK,3OPB,santa monica,3104525728,american,
694,OSNSTR,1NAB,monterey park,8183082128,seafood,
695,ORJNLP,8SFSD,la,2136276879,diners,
696,PRKWKR,5SAP,pasadena,8187951001,californian,
697,FH,6B,chinatown,2136265530,vietnamese,
698,PNKSFM,7NLBA,la,2139314223,hot dogs,
699,PKTMS,2WOA,burbank,8185632252,mexican,
700,R,9ETS,los angeles,2136877178,japanese,
701,RS,2PB,santa monica,3108287937,diners,
702,RBNSRT,1VB,encino,8189056515,hot dogs,
703,RBSL,4SFOA,pasadena,8187967829,diners,
704,RSLSBR,1P,seal beach,3105969556,hamburgers,
705,R0SXRS,2SBD,beverly hills,3108598744,steakhouses,
706,XR,1MSS,pasadena,8187994774,pacific new wave,
707,SXNSW,1VB,studio city,8185087017,japanese,
708,SWTLTJ,8MA,la,2136537145,desserts,
709,TK,1SVB,brentwood,3102077782,noodle shops,
710,TMS,2BB,la,2133899060,hamburgers,
711,UNKLBL,1HA,manhattan beach,3105455177,diners,
712,WTRKRL,5SGA,los angeles,2138910900,seafood,
713,SNKXKN,1ECS,glendale,8182441937,middle eastern,
714,AFKNKB,7NA,new york city,2123071612,afghan,
715,ARKT,2E6S,new york city,2122232900,american (new),
716,BNSBRT,9AA,new york city,2122542054,mexican,
717,KFKNLX,4AA,new york city,2125957000,cuban,
718,KRNRBS,3WFS,new york city,2122429502,hamburgers,
719,KSNTLF,3BS,new york city,2122420636,italian,
720,KSNTPS,8EFS,new york city,2122606800,seafood,
721,TRBR,4W5S,new york city,2124327227,indian,
722,EJSLNX,4SA,new york city,2124735555,diners,
723,ETSNKF,2W4S,new york city,2128405000,diners,
724,ELSKRN,23S,queens,7189321510,greek,
725,KTNTT,4AA,new york city,2124960163,american,
726,KRSPPY,2B,new york city,2127990243,hot dogs,
727,ILMLN,8WTS,new york city,2126733783,italian,
728,JKSNTN,37S,queens,7186721232,indian,
729,JSXNK,9PS,queens,7185393838,chinese,
730,JNSPSR,4W6S,new york city,2127217001,pizza,
731,KLPNK,1GS,new york city,2122281212,pan-asian,
732,KF,1SA,new york city,2126744040,ukrainian,
733,kuruma zushi,2nd fl.,new york city,212-317-2802,japanese,
734,LKRTT,2B,new york city,2128742780,cuban,
735,LKRNL,3E5S,new york city,2127521495,french (classic),
736,LMNKRS,6SA,brooklyn,7183997100,thai,
737,LMBRTS,3SS,new york city,2129417994,pizza,
738,MRNSNT,4HS,new york city,2127413214,asian,
739,MNXNKT,3W5S,new york city,2122471585,japanese,
740,MTLSTW,2BS,new york city,2129891367,indian,
741,MNSNN,4AA,new york city,2125808686,thai,
742,MSTX,4AA,brooklyn,7188525555,middle eastern,
743,NB,1HS,new york city,2122190500,japanese,
744,ONFBLN,1BS,new york city,2122280822,continental,
745,OSTRBR,LL,new york city,2124906650,seafood,
746,PLM,8SA,new york city,2126872953,steakhouses,
747,PLMT,8SA,new york city,2126975198,steakhouses,
748,PTSSPS,1OFS,brooklyn,7188584300,pizza,
749,PTRLJR,1B,brooklyn,7183877400,steakhouses,
750,RSFNT,3ESS,new york city,2125335011,indian,
751,SMSNTL,4TA,new york city,2122132288,chinese,
752,SRB0S,1MA,new york city,2124107335,american,
753,SPRKSS,2E4S,new york city,2126874855,steakhouses,
754,STKTYR,55A,queens,7189373030,bbq,
755,SXS,3E5S,new york city,2127551780,japanese,
756,SLFS,3LA,new york city,2129960660,southern/soul,
757,SSXNHN,1YA,new york city,2125355223,chinese,
758,SSXNKX,1FA,new york city,2122494615,chinese,
759,TRSS,8MS,queens,7185202910,polish,
760,0HSKF,1HS,new york city,2123341085,thai,
761,0LNTRS,1BS,new york city,2123493132,thai,
762,FSLK,1SA,new york city,2122289682,ukrainian,
763,WSTSTK,6NA,new york city,2122450800,chinese,
764,WNTSN0,1F,new york city,2125247000,eclectic,
765,WLNSKS,2E4S,new york city,2127530444,steakhouses,
766,YM,1E1S,new york city,2124750969,japanese,
767,SRL,9SA,new york city,2126446740,mexican,
768,ANTRSF,4S6S,las vegas,7023855016,french (classic),
769,BKKNRB,3LVBS,las vegas,7028947350,continental,
770,BSSN0R,3WFR,las vegas,7022527697,seafood,
771,EMRLSN,3LVBS,las vegas,7028917374,seafood,
772,FRRTSR,3WFR,las vegas,7022527702,italian,
773,HKSSLR,2EFS,las vegas,7023854011,continental,
774,MTMXNK,3LVBS,las vegas,7028947111,asian,
775,MFLWRK,4WSA,las vegas,7028708432,chinese,
776,MXLSLS,3LVBS,las vegas,7027377111,continental,
777,MNTKRL,3LVBS,las vegas,7027334524,french (new),
778,MNKT,3LVBS,las vegas,7027917352,chinese,
779,MRTNSF,3LVBS,las vegas,7028930703,steakhouses,
780,NKBLRS,3PR,las vegas,7027929900,italian,
781,PRSRST,3CCD,las vegas,7023692305,italian,
782,SPKLSF,3LVBS,las vegas,7023696300,californian,
783,STKHS0,1EFS,las vegas,7023821600,steakhouses,
784,STFNS,1FS,las vegas,7023857111,italian,
785,STRLNK,3LVBS,las vegas,7027394651,eclectic,
786,TRFS,3LVBS,las vegas,7028917331,italian,
787,WST,1WPFR,atlanta,4042335993,continental,
788,ALNST0,6PS,atlanta,4047240444,sandwiches,
789,BKRSKJ,1EA,atlanta,4042235039,cajun/creole,
790,BRBKKX,1VA,atlanta,4047669906,bbq,
791,BSTR0,5EADN,atlanta,4042315733,french bistro,
792,BBJNSK,31S,atlanta,4048763872,southern/soul,
793,BRTXSR,2SPC,atlanta,4042617015,southern/soul,
794,BRKHFN,4PR,atlanta,4042315907,vegetarian,
795,KFSNFL,5RR,atlanta,4042561675,health food,
796,KN,4PFR,atlanta,7704322663,american (new),
797,KRS,1CPS,marietta,7704228042,hamburgers,
798,KRSKRN,1PFR,marietta,7709330909,hamburgers,
799,KPS,7WPFR,atlanta,4042622675,steakhouses,
800,KPSTKS,4RR,atlanta,4042554868,chinese,
801,TKNBRT,1EAS,atlanta,4045231929,southern/soul,
802,ETS,6PDLA,atlanta,4048889149,italian,
803,FLYNKB,1MA,atlanta,4046878888,eclectic,
804,FRJLRS,1PSN,atlanta,4048928226,tex-mex,
805,KRNWTS,1GS,roswell,7709925383,southern/soul,
806,HRLTSB,1MB,atlanta,4046279268,bbq,
807,HFNSNT,2BH,atlanta,4046364094,cuban,
808,HSFXN,2CP,smyrna,7709559444,chinese,
809,INTNTL,3SB,duluth,1008138212,indian,
810,JFJF,7PDLA,atlanta,4048766161,coffee shops,
811,JNRKTS,2CP,atlanta,7709556068,american,
812,KLSKFH,1CR,decatur,4043253733,coffeehouses,
813,LFNTLT,4RR,atlanta,4043038201,spanish,
814,LTSSPR,3MB,duluth,7704189969,cafeterias,
815,MJSTK,1PDLA,atlanta,4048750276,diners,
816,MRTNSF,3PSN,atlanta,4045774366,steakhouses,
817,M0,1CR,atlanta,4046364280,thai,
818,NF,3PR,atlanta,4042401984,southwestern,
819,NFLRTK,1CAN,atlanta,4043529009,mexican,
820,ORJNLP,4PR,atlanta,4042374116,american,
821,PLM0TL,3PRN,atlanta,4048141955,steakhouses,
822,RNBRST,2NDR,decatur,4046333538,vegetarian,
823,RTSKRL,1PS,atlanta,4046590400,american (new),
824,RFR,5EPFR,atlanta,4042627112,mediterranean,
825,SLFRSK,21SN,atlanta,4048741388,coffee shops,
826,ST,3PR,atlanta,4042332005,japanese,
827,0LMSKX,7MSN,atlanta,4046885855,cafeterias,
828,TRTLS,7PDLAN,atlanta,4048920193,tex-mex,
829,FNKSRS,7WCR,roswell,7709931156,american (new),
830,FKLNT,2SSC,atlanta,4042313111,vegetarian,
831,WTHSRS,3PRN,atlanta,4042377601,diners,
832,SBL,4ONH,college park,4047682705,thai,
833,BLSPLS,2CS,san francisco,4152215262,hamburgers,
834,KFFLR,2MS,san francisco,4156218579,californian,
835,KFKRK,4CA,san francisco,4153976261,continental,
836,KMPSNT,2CA,san francisco,4154339623,mexican,
837,KXXS,1HS,san francisco,4153865758,caribbean,
838,TJS,2US,san francisco,4159212149,american,
839,TTSTRB,5JS,san francisco,4158852767,diners,
840,TST0,3MS,san francisco,4158264639,thai,
841,EBS,1NA,san francisco,4155661770,japanese,
842,EMRLTK,1CS,san francisco,4156731155,vietnamese,
843,ERKSXN,1CS,san francisco,4152820919,chinese,
844,HMBRJR,1FS,san francisco,4156261985,hamburgers,
845,KLSNTR,3BS,san francisco,4153624454,californian,
846,LKMBR,5VS,san francisco,4158638205,mexican,
847,LMTTRN,2NS,san francisco,4154317210,mediterranean,
848,LTKR,2MS,san francisco,4152857117,mexican,
849,MRSBHM,2PS,san francisco,4157768226,italian,
850,MRN0,2IS,san francisco,4156659500,thai,
851,MLSTRF,3GS,san francisco,4153872244,hamburgers,
852,MSBRJR,1GS,san francisco,4157883779,hamburgers,
853,FNMPNK,6LS,san francisco,4157755979,cambodian,
854,RSFLTT,22S,san francisco,4155509213,mexican,
855,SLSKFB,3DHS,san francisco,4156266006,american,
856,SNFRNS,11S,san francisco,4154318956,thai,
857,SLNTTT,5VS,san francisco,4158618032,vietnamese,
858,SWNSTR,1PS,san francisco,4156731101,seafood,
859,0PFNM,4WS,san francisco,4154312526,thai,
860,TKS,31S,san francisco,4152527373,french,
861,TRKF,1FS,san francisco,4155632248,american,
862,TLN,8SS,san francisco,4156260927,vietnamese,
863,FKLPSR,2IS,san francisco,4158632382,pizza,
864,WHKKSK,2PS,san francisco,4157751055,mexican,
